title,summary,published,year,month,category,url
"Explainable artificial intelligence in breast cancer detection and risk
  prediction: A systematic scoping review","With the advances in artificial intelligence (AI), data-driven algorithms are
becoming increasingly popular in the medical domain. However, due to the
nonlinear and complex behavior of many of these algorithms, decision-making by
such algorithms is not trustworthy for clinicians and is considered a black-box
process. Hence, the scientific community has introduced explainable artificial
intelligence (XAI) to remedy the problem. This systematic scoping review
investigates the application of XAI in breast cancer detection and risk
prediction. We conducted a comprehensive search on Scopus, IEEE Explore,
PubMed, and Google Scholar (first 50 citations) using a systematic search
strategy. The search spanned from January 2017 to July 2023, focusing on
peer-reviewed studies implementing XAI methods in breast cancer datasets.
Thirty studies met our inclusion criteria and were included in the analysis.
The results revealed that SHapley Additive exPlanations (SHAP) is the top
model-agnostic XAI technique in breast cancer research in terms of usage,
explaining the model prediction results, diagnosis and classification of
biomarkers, and prognosis and survival analysis. Additionally, the SHAP model
primarily explained tree-based ensemble machine learning models. The most
common reason is that SHAP is model agnostic, which makes it both popular and
useful for explaining any model prediction. Additionally, it is relatively easy
to implement effectively and completely suits performant models, such as
tree-based models. Explainable AI improves the transparency, interpretability,
fairness, and trustworthiness of AI-enabled health systems and medical devices
and, ultimately, the quality of care and outcomes.",2024-07-12,2024,2024-07,medical,http://arxiv.org/abs/2407.12058v1
"MiranDa: Mimicking the Learning Processes of Human Doctors to Achieve
  Causal Inference for Medication Recommendation","To enhance therapeutic outcomes from a pharmacological perspective, we
propose MiranDa, designed for medication recommendation, which is the first
actionable model capable of providing the estimated length of stay in hospitals
(ELOS) as counterfactual outcomes that guide clinical practice and model
training. In detail, MiranDa emulates the educational trajectory of doctors
through two gradient-scaling phases shifted by ELOS: an Evidence-based Training
Phase that utilizes supervised learning and a Therapeutic Optimization Phase
grounds in reinforcement learning within the gradient space, explores optimal
medications by perturbations from ELOS. Evaluation of the Medical Information
Mart for Intensive Care III dataset and IV dataset, showcased the superior
results of our model across five metrics, particularly in reducing the ELOS.
Surprisingly, our model provides structural attributes of medication
combinations proved in hyperbolic space and advocated ""procedure-specific""
medication combinations. These findings posit that MiranDa enhanced medication
efficacy. Notably, our paradigm can be applied to nearly all medical tasks and
those with information to evaluate predicted outcomes. The source code of the
MiranDa model is available at https://github.com/azusakou/MiranDa.",2024-07-23,2024,2024-07,medical,http://arxiv.org/abs/2408.01445v1
"Open Challenges on Fairness of Artificial Intelligence in Medical
  Imaging Applications","Recently, the research community of computerized medical imaging has started
to discuss and address potential fairness issues that may emerge when
developing and deploying AI systems for medical image analysis. This chapter
covers some of the pressing challenges encountered when doing research in this
area, and it is intended to raise questions and provide food for thought for
those aiming to enter this research field. The chapter first discusses various
sources of bias, including data collection, model training, and clinical
deployment, and their impact on the fairness of machine learning algorithms in
medical image computing. We then turn to discussing open challenges that we
believe require attention from researchers and practitioners, as well as
potential pitfalls of naive application of common methods in the field. We
cover a variety of topics including the impact of biased metrics when auditing
for fairness, the leveling down effect, task difficulty variations among
subgroups, discovering biases in unseen populations, and explaining biases
beyond standard demographic attributes.",2024-07-24,2024,2024-07,medical,http://arxiv.org/abs/2407.16953v1
"Enhancing Healthcare through Large Language Models: A Study on Medical
  Question Answering","In recent years, the application of Large Language Models (LLMs) in
healthcare has shown significant promise in improving the accessibility and
dissemination of medical knowledge. This paper presents a detailed study of
various LLMs trained on the MedQuAD medical question-answering dataset, with a
focus on identifying the most effective model for providing accurate medical
information. Among the models tested, the Sentence-t5 combined with Mistral 7B
demonstrated superior performance, achieving a precision score of 0.762. This
model's enhanced capabilities are attributed to its advanced pretraining
techniques, robust architecture, and effective prompt construction
methodologies. By leveraging these strengths, the Sentence-t5 + Mistral 7B
model excels in understanding and generating precise medical answers. Our
findings highlight the potential of integrating sophisticated LLMs in medical
contexts to facilitate efficient and accurate medical knowledge retrieval, thus
significantly enhancing patient education and support.",2024-08-08,2024,2024-08,medical,http://arxiv.org/abs/2408.04138v1
"A Disease-Specific Foundation Model Using Over 100K Fundus Images:
  Release and Validation for Abnormality and Multi-Disease Classification on
  Downstream Tasks","Artificial intelligence applied to retinal images offers significant
potential for recognizing signs and symptoms of retinal conditions and
expediting the diagnosis of eye diseases and systemic disorders. However,
developing generalized artificial intelligence models for medical data often
requires a large number of labeled images representing various disease signs,
and most models are typically task-specific, focusing on major retinal
diseases. In this study, we developed a Fundus-Specific Pretrained Model
(Image+Fundus), a supervised artificial intelligence model trained to detect
abnormalities in fundus images. A total of 57,803 images were used to develop
this pretrained model, which achieved superior performance across various
downstream tasks, indicating that our proposed model outperforms other general
methods. Our Image+Fundus model offers a generalized approach to improve model
performance while reducing the number of labeled datasets required.
Additionally, it provides more disease-specific insights into fundus images,
with visualizations generated by our model. These disease-specific foundation
models are invaluable in enhancing the performance and efficiency of deep
learning models in the field of fundus imaging.",2024-08-16,2024,2024-08,medical,http://arxiv.org/abs/2408.08790v1
"FEDKIM: Adaptive Federated Knowledge Injection into Medical Foundation
  Models","Foundation models have demonstrated remarkable capabilities in handling
diverse modalities and tasks, outperforming conventional artificial
intelligence (AI) approaches that are highly task-specific and
modality-reliant. In the medical domain, however, the development of
comprehensive foundation models is constrained by limited access to diverse
modalities and stringent privacy regulations. To address these constraints,
this study introduces a novel knowledge injection approach, FedKIM, designed to
scale the medical foundation model within a federated learning framework.
FedKIM leverages lightweight local models to extract healthcare knowledge from
private data and integrates this knowledge into a centralized foundation model
using a designed adaptive Multitask Multimodal Mixture Of Experts (M3OE)
module. This method not only preserves privacy but also enhances the model's
ability to handle complex medical tasks involving multiple modalities. Our
extensive experiments across twelve tasks in seven modalities demonstrate the
effectiveness of FedKIM in various settings, highlighting its potential to
scale medical foundation models without direct access to sensitive data.",2024-08-17,2024,2024-08,medical,http://arxiv.org/abs/2408.10276v4
"FEDMEKI: A Benchmark for Scaling Medical Foundation Models via Federated
  Knowledge Injection","This study introduces the Federated Medical Knowledge Injection (FEDMEKI)
platform, a new benchmark designed to address the unique challenges of
integrating medical knowledge into foundation models under privacy constraints.
By leveraging a cross-silo federated learning approach, FEDMEKI circumvents the
issues associated with centralized data collection, which is often prohibited
under health regulations like the Health Insurance Portability and
Accountability Act (HIPAA) in the USA. The platform is meticulously designed to
handle multi-site, multi-modal, and multi-task medical data, which includes 7
medical modalities, including images, signals, texts, laboratory test results,
vital signs, input variables, and output variables. The curated dataset to
validate FEDMEKI covers 8 medical tasks, including 6 classification tasks (lung
opacity detection, COVID-19 detection, electrocardiogram (ECG) abnormal
detection, mortality prediction, sepsis prediction, and enlarged
cardiomediastinum detection) and 2 generation tasks (medical visual question
answering (MedVQA) and ECG noise clarification). This comprehensive dataset is
partitioned across several clients to facilitate the decentralized training
process under 16 benchmark approaches. FEDMEKI not only preserves data privacy
but also enhances the capability of medical foundation models by allowing them
to learn from a broader spectrum of medical knowledge without direct data
exposure, thereby setting a new benchmark in the application of foundation
models within the healthcare sector.",2024-08-17,2024,2024-08,medical,http://arxiv.org/abs/2408.09227v1
"Tipta uzmanlik sinavinda (tus) buyuk dil modelleri insanlardan daha mi
  basarili?","The potential of artificial intelligence in medical education and assessment
has been made evident by recent developments in natural language processing and
artificial intelligence. Medical questions can now be successfully answered by
artificial intelligence algorithms. It can help medical practitioners. This
study evaluates the performance of three different artificial intelligence
models in answering Turkish medical questions in the 2021 1st Term Medical
Specialization Examination (MSE). MSE consists of a total of 240 questions
across clinical (CMST) and basic (BMST) medical sciences. According to the
results in CMST, it was concluded that Gemini correctly answered 82 questions,
ChatGPT-4 answered 105 questions and ChatGPT-4o answered 117 questions. In
BMST, Gemini and ChatGPT-4 answered 93 questions and ChatGPT-4o answered 107
questions correctly according to the answer key. ChatGPT-4o outperformed the
candidate with the highest scores of 113 and 106 according to CMST and BMST
respectively. This study highlights the importance of the potential of
artificial intelligence in medical education and assessment. It demonstrates
that advanced models can achieve high accuracy and contextual understanding,
demonstrating their potential role in medical education and evaluation.",2024-08-22,2024,2024-08,medical,http://arxiv.org/abs/2408.12305v2
MultiMed: Massively Multimodal and Multitask Medical Understanding,"Biomedical data is inherently multimodal, consisting of electronic health
records, medical imaging, digital pathology, genome sequencing, wearable
sensors, and more. The application of artificial intelligence tools to these
multifaceted sensing technologies has the potential to revolutionize the
prognosis, diagnosis, and management of human health and disease. However,
current approaches to biomedical AI typically only train and evaluate with one
or a small set of medical modalities and tasks. This limitation hampers the
development of comprehensive tools that can leverage the rich interconnected
information across many heterogeneous biomedical sensors. To address this
challenge, we present MultiMed, a benchmark designed to evaluate and enable
large-scale learning across a wide spectrum of medical modalities and tasks.
MultiMed consists of 2.56 million samples across ten medical modalities such as
medical reports, pathology, genomics, and protein data, and is structured into
eleven challenging tasks, including disease prognosis, protein structure
prediction, and medical question answering. Using MultiMed, we conduct
comprehensive experiments benchmarking state-of-the-art unimodal, multimodal,
and multitask models. Our analysis highlights the advantages of training
large-scale medical models across many related modalities and tasks. Moreover,
MultiMed enables studies of generalization across related medical concepts,
robustness to real-world noisy data and distribution shifts, and novel modality
combinations to improve prediction performance. MultiMed will be publicly
available and regularly updated and welcomes inputs from the community.",2024-08-22,2024,2024-08,medical,http://arxiv.org/abs/2408.12682v1
"MedDiT: A Knowledge-Controlled Diffusion Transformer Framework for
  Dynamic Medical Image Generation in Virtual Simulated Patient","Medical education relies heavily on Simulated Patients (SPs) to provide a
safe environment for students to practice clinical skills, including medical
image analysis. However, the high cost of recruiting qualified SPs and the lack
of diverse medical imaging datasets have presented significant challenges. To
address these issues, this paper introduces MedDiT, a novel
knowledge-controlled conversational framework that can dynamically generate
plausible medical images aligned with simulated patient symptoms, enabling
diverse diagnostic skill training. Specifically, MedDiT integrates various
patient Knowledge Graphs (KGs), which describe the attributes and symptoms of
patients, to dynamically prompt Large Language Models' (LLMs) behavior and
control the patient characteristics, mitigating hallucination during medical
conversation. Additionally, a well-tuned Diffusion Transformer (DiT) model is
incorporated to generate medical images according to the specified patient
attributes in the KG. In this paper, we present the capabilities of MedDiT
through a practical demonstration, showcasing its ability to act in diverse
simulated patient cases and generate the corresponding medical images. This can
provide an abundant and interactive learning experience for students, advancing
medical education by offering an immersive simulation platform for future
healthcare professionals. The work sheds light on the feasibility of
incorporating advanced technologies like LLM, KG, and DiT in education
applications, highlighting their potential to address the challenges faced in
simulated patient-based medical education.",2024-08-22,2024,2024-08,medical,http://arxiv.org/abs/2408.12236v1
MEDCO: Medical Education Copilots Based on A Multi-Agent Framework,"Large language models (LLMs) have had a significant impact on diverse
research domains, including medicine and healthcare. However, the potential of
LLMs as copilots in medical education remains underexplored. Current
AI-assisted educational tools are limited by their solitary learning approach
and inability to simulate the multi-disciplinary and interactive nature of
actual medical training. To address these limitations, we propose MEDCO
(Medical EDucation COpilots), a novel multi-agent-based copilot system
specially developed to emulate real-world medical training environments. MEDCO
incorporates three primary agents: an agentic patient, an expert doctor, and a
radiologist, facilitating a multi-modal and interactive learning environment.
Our framework emphasizes the learning of proficient question-asking skills,
multi-disciplinary collaboration, and peer discussions between students. Our
experiments show that simulated virtual students who underwent training with
MEDCO not only achieved substantial performance enhancements comparable to
those of advanced models, but also demonstrated human-like learning behaviors
and improvements, coupled with an increase in the number of learning samples.
This work contributes to medical education by introducing a copilot that
implements an interactive and collaborative learning approach. It also provides
valuable insights into the effectiveness of AI-integrated training paradigms.",2024-08-22,2024,2024-08,medical,http://arxiv.org/abs/2408.12496v1
Automatic Medical Report Generation: Methods and Applications,"The increasing demand for medical imaging has surpassed the capacity of
available radiologists, leading to diagnostic delays and potential
misdiagnoses. Artificial intelligence (AI) techniques, particularly in
automatic medical report generation (AMRG), offer a promising solution to this
dilemma. This review comprehensively examines AMRG methods from 2021 to 2024.
It (i) presents solutions to primary challenges in this field, (ii) explores
AMRG applications across various imaging modalities, (iii) introduces publicly
available datasets, (iv) outlines evaluation metrics, (v) identifies techniques
that significantly enhance model performance, and (vi) discusses unresolved
issues and potential future research directions. This paper aims to provide a
comprehensive understanding of the existing literature and inspire valuable
future research.",2024-08-26,2024,2024-08,medical,http://arxiv.org/abs/2408.13988v1
"SeCo-INR: Semantically Conditioned Implicit Neural Representations for
  Improved Medical Image Super-Resolution","Implicit Neural Representations (INRs) have recently advanced the field of
deep learning due to their ability to learn continuous representations of
signals without the need for large training datasets. Although INR methods have
been studied for medical image super-resolution, their adaptability to
localized priors in medical images has not been extensively explored. Medical
images contain rich anatomical divisions that could provide valuable local
prior information to enhance the accuracy and robustness of INRs. In this work,
we propose a novel framework, referred to as the Semantically Conditioned INR
(SeCo-INR), that conditions an INR using local priors from a medical image,
enabling accurate model fitting and interpolation capabilities to achieve
super-resolution. Our framework learns a continuous representation of the
semantic segmentation features of a medical image and utilizes it to derive the
optimal INR for each semantic region of the image. We tested our framework
using several medical imaging modalities and achieved higher quantitative
scores and more realistic super-resolution outputs compared to state-of-the-art
methods.",2024-09-02,2024,2024-09,medical,http://arxiv.org/abs/2409.01013v1
"The Era of Foundation Models in Medical Imaging is Approaching : A
  Scoping Review of the Clinical Value of Large-Scale Generative AI
  Applications in Radiology","Social problems stemming from the shortage of radiologists are intensifying,
and artificial intelligence is being highlighted as a potential solution.
Recently emerging large-scale generative AI has expanded from large language
models (LLMs) to multi-modal models, showing potential to revolutionize the
entire process of medical imaging. However, comprehensive reviews on their
development status and future challenges are currently lacking. This scoping
review systematically organizes existing literature on the clinical value of
large-scale generative AI applications by following PCC guidelines. A
systematic search was conducted across four databases: PubMed, EMbase,
IEEE-Xplore, and Google Scholar, and 15 studies meeting the inclusion/exclusion
criteria set by the researchers were reviewed. Most of these studies focused on
improving the efficiency of report generation in specific parts of the
interpretation process or on translating reports to aid patient understanding,
with the latest studies extending to AI applications performing direct
interpretations. All studies were quantitatively evaluated by clinicians, with
most utilizing LLMs and only three employing multi-modal models. Both LLMs and
multi-modal models showed excellent results in specific areas, but none yet
outperformed radiologists in diagnostic performance. Most studies utilized GPT,
with few using models specialized for the medical imaging domain. This study
provides insights into the current state and limitations of large-scale
generative AI-based applications in the medical imaging field, offering
foundational data and suggesting that the era of medical imaging foundation
models is on the horizon, which may fundamentally transform clinical practice
in the near future.",2024-09-03,2024,2024-09,medical,http://arxiv.org/abs/2409.12973v1
"Privacy-Preserving SAM Quantization for Efficient Edge Intelligence in
  Healthcare","The disparity in healthcare personnel expertise and medical resources across
different regions of the world is a pressing social issue. Artificial
intelligence technology offers new opportunities to alleviate this issue.
Segment Anything Model (SAM), which excels in intelligent image segmentation,
has demonstrated exceptional performance in medical monitoring and assisted
diagnosis. Unfortunately, the huge computational and storage overhead of SAM
poses significant challenges for deployment on resource-limited edge devices.
Quantization is an effective solution for model compression; however,
traditional methods rely heavily on original data for calibration, which raises
widespread concerns about medical data privacy and security. In this paper, we
propose a data-free quantization framework for SAM, called DFQ-SAM, which
learns and calibrates quantization parameters without any original data, thus
effectively preserving data privacy during model compression. Specifically, we
propose pseudo-positive label evolution for segmentation, combined with patch
similarity, to fully leverage the semantic and distribution priors in
pre-trained models, which facilitates high-quality data synthesis as a
substitute for real data. Furthermore, we introduce scale reparameterization to
ensure the accuracy of low-bit quantization. We perform extensive segmentation
experiments on various datasets, and DFQ-SAM consistently provides significant
performance on low-bit quantization. DFQ-SAM eliminates the need for data
transfer in cloud-edge collaboration, thereby protecting sensitive data from
potential attacks. It enables secure, fast, and personalized healthcare
services at the edge, which enhances system efficiency and optimizes resource
allocation, and thus facilitating the pervasive application of artificial
intelligence in worldwide healthcare.",2024-09-14,2024,2024-09,medical,http://arxiv.org/abs/2410.01813v1
"Protecting Copyright of Medical Pre-trained Language Models:
  Training-Free Backdoor Model Watermarking","With the advancement of intelligent healthcare, medical pre-trained language
models (Med-PLMs) have emerged and demonstrated significant effectiveness in
downstream medical tasks. While these models are valuable assets, they are
vulnerable to misuse and theft, requiring copyright protection. However,
existing watermarking methods for pre-trained language models (PLMs) cannot be
directly applied to Med-PLMs due to domain-task mismatch and inefficient
watermark embedding. To fill this gap, we propose the first training-free
backdoor model watermarking for Med-PLMs. Our method employs low-frequency
words as triggers, embedding the watermark by replacing their embeddings in the
model's word embedding layer with those of specific medical terms. The
watermarked Med-PLMs produce the same output for triggers as for the
corresponding specified medical terms. We leverage this unique mapping to
design tailored watermark extraction schemes for different downstream tasks,
thereby addressing the challenge of domain-task mismatch in previous methods.
Experiments demonstrate superior effectiveness of our watermarking method
across medical downstream tasks. Moreover, the method exhibits robustness
against model extraction, pruning, fusion-based backdoor removal attacks, while
maintaining high efficiency with 10-second watermark embedding.",2024-09-14,2024,2024-09,medical,http://arxiv.org/abs/2409.10570v2
MedCodER: A Generative AI Assistant for Medical Coding,"Medical coding is essential for standardizing clinical data and communication
but is often time-consuming and prone to errors. Traditional Natural Language
Processing (NLP) methods struggle with automating coding due to the large label
space, lengthy text inputs, and the absence of supporting evidence annotations
that justify code selection. Recent advancements in Generative Artificial
Intelligence (AI) offer promising solutions to these challenges. In this work,
we introduce MedCodER, a Generative AI framework for automatic medical coding
that leverages extraction, retrieval, and re-ranking techniques as core
components. MedCodER achieves a micro-F1 score of 0.60 on International
Classification of Diseases (ICD) code prediction, significantly outperforming
state-of-the-art methods. Additionally, we present a new dataset containing
medical records annotated with disease diagnoses, ICD codes, and supporting
evidence texts (https://doi.org/10.5281/zenodo.13308316). Ablation tests
confirm that MedCodER's performance depends on the integration of each of its
aforementioned components, as performance declines when these components are
evaluated in isolation.",2024-09-18,2024,2024-09,medical,http://arxiv.org/abs/2409.15368v1
Reliable and diverse evaluation of LLM medical knowledge mastery,"Mastering medical knowledge is crucial for medical-specific LLMs. However,
despite the existence of medical benchmarks like MedQA, a unified framework
that fully leverages existing knowledge bases to evaluate LLMs' mastery of
medical knowledge is still lacking. In the study, we propose a novel framework
PretexEval that dynamically generates reliable and diverse test samples to
evaluate LLMs for any given medical knowledge base. We notice that test samples
produced directly from knowledge bases by templates or LLMs may introduce
factual errors and also lack diversity. To address these issues, we introduce a
novel schema into our proposed evaluation framework that employs predicate
equivalence transformations to produce a series of variants for any given
medical knowledge point. Finally, these produced predicate variants are
converted into textual language, resulting in a series of reliable and diverse
test samples to evaluate whether LLMs fully master the given medical factual
knowledge point. Here, we use our proposed framework to systematically
investigate the mastery of medical factual knowledge of 12 well-known LLMs,
based on two knowledge bases that are crucial for clinical diagnosis and
treatment. The evaluation results illustrate that current LLMs still exhibit
significant deficiencies in fully mastering medical knowledge, despite
achieving considerable success on some famous public benchmarks. These new
findings provide valuable insights for developing medical-specific LLMs,
highlighting that current LLMs urgently need to strengthen their comprehensive
and in-depth mastery of medical knowledge before being applied to real-world
medical scenarios.",2024-09-22,2024,2024-09,medical,http://arxiv.org/abs/2409.14302v2
"Future-Proofing Medical Imaging with Privacy-Preserving Federated
  Learning and Uncertainty Quantification: A Review","Artificial Intelligence (AI) has demonstrated significant potential in
automating various medical imaging tasks, which could soon become routine in
clinical practice for disease diagnosis, prognosis, treatment planning, and
post-treatment surveillance. However, the privacy concerns surrounding patient
data present a major barrier to the widespread adoption of AI in medical
imaging, as large, diverse training datasets are essential for developing
accurate, generalizable, and robust Artificial intelligence models. Federated
Learning (FL) offers a solution that enables organizations to train AI models
collaboratively without sharing sensitive data. federated learning exchanges
model training information, such as gradients, between the participating sites.
Despite its promise, federated learning is still in its developmental stages
and faces several challenges. Notably, sensitive information can still be
inferred from the gradients shared during model training. Quantifying AI
models' uncertainty is vital due to potential data distribution shifts
post-deployment, which can affect model performance. Uncertainty quantification
(UQ) in FL is particularly challenging due to data heterogeneity across
participating sites. This review provides a comprehensive examination of FL,
privacy-preserving FL (PPFL), and UQ in FL. We identify key gaps in current FL
methodologies and propose future research directions to enhance data privacy
and trustworthiness in medical imaging applications.",2024-09-24,2024,2024-09,medical,http://arxiv.org/abs/2409.16340v1
The Role of Language Models in Modern Healthcare: A Comprehensive Review,"The application of large language models (LLMs) in healthcare has gained
significant attention due to their ability to process complex medical data and
provide insights for clinical decision-making. These models have demonstrated
substantial capabilities in understanding and generating natural language,
which is crucial for medical documentation, diagnostics, and patient
interaction. This review examines the trajectory of language models from their
early stages to the current state-of-the-art LLMs, highlighting their strengths
in healthcare applications and discussing challenges such as data privacy,
bias, and ethical considerations. The potential of LLMs to enhance healthcare
delivery is explored, alongside the necessary steps to ensure their ethical and
effective integration into medical practice.",2024-09-25,2024,2024-09,medical,http://arxiv.org/abs/2409.16860v1
"CBIDR: A novel method for information retrieval combining image and data
  by means of TOPSIS applied to medical diagnosis","Content-Based Image Retrieval (CBIR) have shown promising results in the
field of medical diagnosis, which aims to provide support to medical
professionals (doctor or pathologist). However, the ultimate decision regarding
the diagnosis is made by the medical professional, drawing upon their
accumulated experience. In this context, we believe that artificial
intelligence can play a pivotal role in addressing the challenges in medical
diagnosis not by making the final decision but by assisting in the diagnosis
process with the most relevant information. The CBIR methods use similarity
metrics to compare feature vectors generated from images using Convolutional
Neural Networks (CNNs). In addition to the information contained in medical
images, clinical data about the patient is often available and is also relevant
in the final decision-making process by medical professionals. In this paper,
we propose a novel method named CBIDR, which leverage both medical images and
clinical data of patient, combining them through the ranking algorithm TOPSIS.
The goal is to aid medical professionals in their final diagnosis by retrieving
images and clinical data of patient that are most similar to query data from
the database. As a case study, we illustrate our CBIDR for diagnostic of oral
cancer including histopathological images and clinical data of patient.
Experimental results in terms of accuracy achieved 97.44% in Top-1 and 100% in
Top-5 showing the effectiveness of the proposed approach.",2024-09-26,2024,2024-09,medical,http://arxiv.org/abs/2410.06180v1
"Evaluation of Large Language Models for Summarization Tasks in the
  Medical Domain: A Narrative Review","Large Language Models have advanced clinical Natural Language Generation,
creating opportunities to manage the volume of medical text. However, the
high-stakes nature of medicine requires reliable evaluation, which remains a
challenge. In this narrative review, we assess the current evaluation state for
clinical summarization tasks and propose future directions to address the
resource constraints of expert human evaluation.",2024-09-26,2024,2024-09,medical,http://arxiv.org/abs/2409.18170v1
"Building a Chinese Medical Dialogue System: Integrating Large-scale
  Corpora and Novel Models","The global COVID-19 pandemic underscored major deficiencies in traditional
healthcare systems, hastening the advancement of online medical services,
especially in medical triage and consultation. However, existing studies face
two main challenges. First, the scarcity of large-scale, publicly available,
domain-specific medical datasets due to privacy concerns, with current datasets
being small and limited to a few diseases, limiting the effectiveness of triage
methods based on Pre-trained Language Models (PLMs). Second, existing methods
lack medical knowledge and struggle to accurately understand professional terms
and expressions in patient-doctor consultations. To overcome these obstacles,
we construct the Large-scale Chinese Medical Dialogue Corpora (LCMDC), thereby
addressing the data shortage in this field. Moreover, we further propose a
novel triage system that combines BERT-based supervised learning with prompt
learning, as well as a GPT-based medical consultation model. To enhance domain
knowledge acquisition, we pre-trained PLMs using our self-constructed
background corpus. Experimental results on the LCMDC demonstrate the efficacy
of our proposed systems.",2024-09-27,2024,2024-09,medical,http://arxiv.org/abs/2410.03521v2
"MIRAGE: Multimodal Identification and Recognition of Annotations in
  Indian General Prescriptions","Hospitals in India still rely on handwritten medical records despite the
availability of Electronic Medical Records (EMR), complicating statistical
analysis and record retrieval. Handwritten records pose a unique challenge,
requiring specialized data for training models to recognize medications and
their recommendation patterns. While traditional handwriting recognition
approaches employ 2-D LSTMs, recent studies have explored using Multimodal
Large Language Models (MLLMs) for OCR tasks. Building on this approach, we
focus on extracting medication names and dosages from simulated medical
records. Our methodology MIRAGE (Multimodal Identification and Recognition of
Annotations in indian GEneral prescriptions) involves fine-tuning the QWEN VL,
LLaVA 1.6 and Idefics2 models on 743,118 high resolution simulated medical
record images-fully annotated from 1,133 doctors across India. Our approach
achieves 82% accuracy in extracting medication names and dosages.",2024-10-13,2024,2024-10,medical,http://arxiv.org/abs/2410.09729v2
IMAS: A Comprehensive Agentic Approach to Rural Healthcare Delivery,"Since the onset of COVID-19, rural communities worldwide have faced
significant challenges in accessing healthcare due to the migration of
experienced medical professionals to urban centers. Semi-trained caregivers,
such as Community Health Workers (CHWs) and Registered Medical Practitioners
(RMPs), have stepped in to fill this gap, but often lack formal training. This
paper proposes an advanced agentic medical assistant system designed to improve
healthcare delivery in rural areas by utilizing Large Language Models (LLMs)
and agentic approaches. The system is composed of five crucial components:
translation, medical complexity assessment, expert network integration, final
medical advice generation, and response simplification. Our innovative
framework ensures context-sensitive, adaptive, and reliable medical assistance,
capable of clinical triaging, diagnostics, and identifying cases requiring
specialist intervention. The system is designed to handle cultural nuances and
varying literacy levels, providing clear and actionable medical advice in local
languages. Evaluation results using the MedQA, PubMedQA, and JAMA datasets
demonstrate that this integrated approach significantly enhances the
effectiveness of rural healthcare workers, making healthcare more accessible
and understandable for underserved populations. All code and supplemental
materials associated with the paper and IMAS are available at
https://github.com/uheal/imas.",2024-10-13,2024,2024-10,medical,http://arxiv.org/abs/2410.12868v1
Adaptive Reasoning and Acting in Medical Language Agents,"This paper presents an innovative large language model (LLM) agent framework
for enhancing diagnostic accuracy in simulated clinical environments using the
AgentClinic benchmark. The proposed automatic correction enables doctor agents
to iteratively refine their reasoning and actions following incorrect
diagnoses, fostering improved decision-making over time. Experiments show that
the implementation of the adaptive LLM-based doctor agents achieve correct
diagnoses through dynamic interactions with simulated patients. The evaluations
highlight the capacity of autonomous agents to adapt and improve in complex
medical scenarios. Future enhancements will focus on refining the algorithm and
expanding its applicability across a wider range of tasks and different large
language models.",2024-10-13,2024,2024-10,medical,http://arxiv.org/abs/2410.10020v1
Study on the Helpfulness of Explainable Artificial Intelligence,"Explainable Artificial Intelligence (XAI) is essential for building advanced
machine learning-powered applications, especially in critical domains such as
medical diagnostics or autonomous driving. Legal, business, and ethical
requirements motivate using effective XAI, but the increasing number of
different methods makes it challenging to pick the right ones. Further, as
explanations are highly context-dependent, measuring the effectiveness of XAI
methods without users can only reveal a limited amount of information,
excluding human factors such as the ability to understand it. We propose to
evaluate XAI methods via the user's ability to successfully perform a proxy
task, designed such that a good performance is an indicator for the explanation
to provide helpful information. In other words, we address the helpfulness of
XAI for human decision-making. Further, a user study on state-of-the-art
methods was conducted, showing differences in their ability to generate trust
and skepticism and the ability to judge the rightfulness of an AI decision
correctly. Based on the results, we highly recommend using and extending this
approach for more objective-based human-centered user studies to measure XAI
performance in an end-to-end fashion.",2024-10-14,2024,2024-10,medical,http://arxiv.org/abs/2410.11896v1
"HR-Agent: A Task-Oriented Dialogue (TOD) LLM Agent Tailored for HR
  Applications","Recent LLM (Large Language Models) advancements benefit many fields such as
education and finance, but HR has hundreds of repetitive processes, such as
access requests, medical claim filing and time-off submissions, which are
unaddressed. We relate these tasks to the LLM agent, which has addressed tasks
such as writing assisting and customer support. We present HR-Agent, an
efficient, confidential, and HR-specific LLM-based task-oriented dialogue
system tailored for automating repetitive HR processes such as medical claims
and access requests. Since conversation data is not sent to an LLM during
inference, it preserves confidentiality required in HR-related tasks.",2024-10-15,2024,2024-10,medical,http://arxiv.org/abs/2410.11239v1
"Toward a Unified Graph-Based Representation of Medical Data for
  Precision Oncology Medicine","We present a new unified graph-based representation of medical data,
combining genetic information and medical records of patients with medical
knowledge via a unique knowledge graph. This approach allows us to infer
meaningful information and explanations that would be unavailable by looking at
each data set separately. The systematic use of different databases, managed
throughout the built knowledge graph, gives new insights toward a better
understanding of oncology medicine. Indeed, we reduce some useful medical tasks
to well-known problems in theoretical computer science for which efficient
algorithms exist.",2024-10-17,2024,2024-10,medical,http://arxiv.org/abs/2410.14739v1
