title,summary,published,year,month,category
"Single and Multi-Hop Question-Answering Datasets for Reticular Chemistry
  with GPT-4-Turbo","The rapid advancement in artificial intelligence and natural language
processing has led to the development of large-scale datasets aimed at
benchmarking the performance of machine learning models. Herein, we introduce
'RetChemQA,' a comprehensive benchmark dataset designed to evaluate the
capabilities of such models in the domain of reticular chemistry. This dataset
includes both single-hop and multi-hop question-answer pairs, encompassing
approximately 45,000 Q&As for each type. The questions have been extracted from
an extensive corpus of literature containing about 2,530 research papers from
publishers including NAS, ACS, RSC, Elsevier, and Nature Publishing Group,
among others. The dataset has been generated using OpenAI's GPT-4 Turbo, a
cutting-edge model known for its exceptional language understanding and
generation capabilities. In addition to the Q&A dataset, we also release a
dataset of synthesis conditions extracted from the corpus of literature used in
this study. The aim of RetChemQA is to provide a robust platform for the
development and evaluation of advanced machine learning algorithms,
particularly for the reticular chemistry community. The dataset is structured
to reflect the complexities and nuances of real-world scientific discourse,
thereby enabling nuanced performance assessments across a variety of tasks. The
dataset is available at the following link:
https://github.com/nakulrampal/RetChemQA",2024-05-03,2024,2024-05,chemistry
"CVTGAD: Simplified Transformer with Cross-View Attention for
  Unsupervised Graph-level Anomaly Detection","Unsupervised graph-level anomaly detection (UGAD) has received remarkable
performance in various critical disciplines, such as chemistry analysis and
bioinformatics. Existing UGAD paradigms often adopt data augmentation
techniques to construct multiple views, and then employ different strategies to
obtain representations from different views for jointly conducting UGAD.
However, most previous works only considered the relationship between
nodes/graphs from a limited receptive field, resulting in some key structure
patterns and feature information being neglected. In addition, most existing
methods consider different views separately in a parallel manner, which is not
able to explore the inter-relationship across different views directly. Thus, a
method with a larger receptive field that can explore the inter-relationship
across different views directly is in need. In this paper, we propose a novel
Simplified Transformer with Cross-View Attention for Unsupervised Graph-level
Anomaly Detection, namely, CVTGAD. To increase the receptive field, we
construct a simplified transformer-based module, exploiting the relationship
between nodes/graphs from both intra-graph and inter-graph perspectives.
Furthermore, we design a cross-view attention mechanism to directly exploit the
view co-occurrence between different views, bridging the inter-view gap at node
level and graph level. To the best of our knowledge, this is the first work to
apply transformer and cross attention to UGAD, which realizes graph neural
network and transformer working collaboratively. Extensive experiments on 15
real-world datasets of 3 fields demonstrate the superiority of CVTGAD on the
UGAD task. The code is available at
\url{https://github.com/jindongli-Ai/CVTGAD}.",2024-05-03,2024,2024-05,chemistry
"Multi-task learning for molecular electronic structure approaching
  coupled-cluster accuracy","Machine learning (ML) plays an important role in quantum chemistry, providing
fast-to-evaluate predictive models for various properties of molecules.
However, most existing ML models for molecular electronic properties use
density functional theory (DFT) databases as ground truth in training, and
their prediction accuracy cannot surpass that of DFT. In this work, we
developed a unified ML method for electronic structures of organic molecules
using the gold-standard CCSD(T) calculations as training data. Tested on
hydrocarbon molecules, our model outperforms DFT with the widely-used hybrid
and double hybrid functionals in computational costs and prediction accuracy of
various quantum chemical properties. As case studies, we apply the model to
aromatic compounds and semiconducting polymers on both ground state and excited
state properties, demonstrating its accuracy and generalization capability to
complex systems that are hard to calculate using CCSD(T)-level methods.",2024-05-09,2024,2024-05,chemistry
"Beyond traditional Magnetic Resonance processing with Artificial
  Intelligence","Smart signal processing approaches using Artificial Intelligence are gaining
momentum in NMR applications. In this study, we demonstrate that AI offers new
opportunities beyond tasks addressed by traditional techniques. We developed
and trained several artificial neural networks in our new toolbox Magnetic
Resonance with Artificial intelligence (MR-Ai) to solve three ""impossible""
problems: quadrature detection using only Echo (or Anti-Echo) modulation from
the traditional Echo/Anti-Echo scheme; accessing uncertainty of signal
intensity at each point in a spectrum processed by any given method; and
defining a reference-free score for quantitative access of NMR spectrum
quality. Our findings highlight the potential of AI techniques to revolutionize
NMR processing and analysis.",2024-05-13,2024,2024-05,chemistry
"ALMol: Aligned Language-Molecule Translation LLMs through Offline
  Preference Contrastive Optimisation","The field of chemistry and Artificial Intelligence (AI) intersection is an
area of active research that aims to accelerate scientific discovery. The
integration of large language models (LLMs) with scientific modalities has
shown significant promise in this endeavour. However, challenges persist in
effectively addressing training efficacy and the out-of-distribution problem,
particularly as existing approaches rely on larger models and datasets. In this
context, we focus on machine language-molecule translation and deploy a novel
training approach called contrastive preference optimisation, which avoids
generating translations that are merely adequate but not perfect. To ensure
generalisability and mitigate memorisation effects, we conduct experiments
using only 10% of the data. Our results demonstrate that our models achieve up
to a 32% improvement compared to counterpart models. Finally, we introduce a
fine-grained, domain-agnostic evaluation method to assess hallucination in LLMs
and promote responsible use.",2024-05-14,2024,2024-05,chemistry
"Specialising and Analysing Instruction-Tuned and Byte-Level Language
  Models for Organic Reaction Prediction","Transformer-based encoder-decoder models have demonstrated impressive results
in chemical reaction prediction tasks. However, these models typically rely on
pretraining using tens of millions of unlabelled molecules, which can be
time-consuming and GPU-intensive. One of the central questions we aim to answer
in this work is: Can FlanT5 and ByT5, the encode-decoder models pretrained
solely on language data, be effectively specialised for organic reaction
prediction through task-specific fine-tuning? We conduct a systematic empirical
study on several key issues of the process, including tokenisation, the impact
of (SMILES-oriented) pretraining, fine-tuning sample efficiency, and decoding
algorithms at inference. Our key findings indicate that although being
pretrained only on language tasks, FlanT5 and ByT5 provide a solid foundation
to fine-tune for reaction prediction, and thus become `chemistry domain
compatible' in the process. This suggests that GPU-intensive and expensive
pretraining on a large dataset of unlabelled molecules may be useful yet not
essential to leverage the power of language models for chemistry. All our
models achieve comparable Top-1 and Top-5 accuracy although some variation
across different models does exist. Notably, tokenisation and vocabulary
trimming slightly affect final performance but can speed up training and
inference; The most efficient greedy decoding strategy is very competitive
while only marginal gains can be achieved from more sophisticated decoding
algorithms. In summary, we evaluate FlanT5 and ByT5 across several dimensions
and benchmark their impact on organic reaction prediction, which may guide more
effective use of these state-of-the-art language models for chemistry-related
tasks in the future.",2024-05-17,2024,2024-05,chemistry
Retro-prob: Retrosynthetic Planning Based on a Probabilistic Model,"Retrosynthesis is a fundamental but challenging task in organic chemistry,
with broad applications in fields such as drug design and synthesis. Given a
target molecule, the goal of retrosynthesis is to find out a series of
reactions which could be assembled into a synthetic route which starts from
purchasable molecules and ends at the target molecule. The uncertainty of
reactions used in retrosynthetic planning, which is caused by hallucinations of
backward models, has recently been noticed. In this paper we propose a succinct
probabilistic model to describe such uncertainty. Based on the model, we
propose a new retrosynthesis planning algorithm called retro-prob to maximize
the successful synthesis probability of target molecules, which acquires high
efficiency by utilizing the chain rule of derivatives. Experiments on the
Paroutes benchmark show that retro-prob outperforms previous algorithms, retro*
and retro-fallback, both in speed and in the quality of synthesis plans.",2024-05-25,2024,2024-05,chemistry
"SE3Set: Harnessing equivariant hypergraph neural networks for molecular
  representation learning","In this paper, we develop SE3Set, an SE(3) equivariant hypergraph neural
network architecture tailored for advanced molecular representation learning.
Hypergraphs are not merely an extension of traditional graphs; they are pivotal
for modeling high-order relationships, a capability that conventional
equivariant graph-based methods lack due to their inherent limitations in
representing intricate many-body interactions. To achieve this, we first
construct hypergraphs via proposing a new fragmentation method that considers
both chemical and three-dimensional spatial information of molecular system. We
then design SE3Set, which incorporates equivariance into the hypergragh neural
network. This ensures that the learned molecular representations are invariant
to spatial transformations, thereby providing robustness essential for accurate
prediction of molecular properties. SE3Set has shown performance on par with
state-of-the-art (SOTA) models for small molecule datasets like QM9 and MD17.
It excels on the MD22 dataset, achieving a notable improvement of approximately
20% in accuracy across all molecules, which highlights the prevalence of
complex many-body interactions in larger molecules. This exceptional
performance of SE3Set across diverse molecular structures underscores its
transformative potential in computational chemistry, offering a route to more
accurate and physically nuanced modeling.",2024-05-26,2024,2024-05,chemistry
RLSF: Reinforcement Learning via Symbolic Feedback,"Reinforcement Learning with Human Feedback (RLHF) is considered a standard
approach to fine-tuning Large Language Models (LLMs). However, such methods
often face limitations such as unsound black-box reward models, difficulties in
collecting human preference data, and the reliance on sparse scalar rewards.
These methods often fall short when applied to tasks that require complex
domain-specific understanding.
  To address these challenges, we propose a new fine-tuning paradigm we refer
to as Reinforcement Learning via Symbolic Feedback (RLSF), which aims to
improve domain-specific understanding of LLMs more effectively than traditional
reward signals. In the RLSF setting, the LLM being fine-tuned is considered an
RL agent, while the environment is allowed access to reasoning or domain
knowledge tools (e.g., solvers, provers, algebra systems, or knowledge bases).
Crucially, in RLSF, these reasoning tools can provide feedback to the LLMs via
poly-sized certificates (e.g., proofs), that characterize errors in the
LLM-generated object with respect to some correctness specification. As a
bonus, our RLSF approach does not require the reasoning systems we use to be
differentiable. The ability of RLSF-based fine-tuning to leverage
certificate-generating symbolic tools enables sound fine-grained (token-level)
reward signals to LLMs, and thus addresses the limitations of traditional
reward models mentioned above.
  Via extensive evaluations, we show that our RLSF-based fine-tuning of LLMs
outperforms traditional approaches on five different applications, namely,
program synthesis from natural language pseudo-code to programming language,
three chemistry tasks, and solving the Game of 24. A takeaway is that
fine-tuning via RLSF enables relatively smaller LLMs to significantly
outperform closed-source models that are orders of magnitude larger (e.g.,
GPT-4).",2024-05-26,2024,2024-05,chemistry
UniIF: Unified Molecule Inverse Folding,"Molecule inverse folding has been a long-standing challenge in chemistry and
biology, with the potential to revolutionize drug discovery and material
science. Despite specified models have been proposed for different small- or
macro-molecules, few have attempted to unify the learning process, resulting in
redundant efforts. Complementary to recent advancements in molecular structure
prediction, such as RoseTTAFold All-Atom and AlphaFold3, we propose the unified
model UniIF for the inverse folding of all molecules. We do such unification in
two levels: 1) Data-Level: We propose a unified block graph data form for all
molecules, including the local frame building and geometric feature
initialization. 2) Model-Level: We introduce a geometric block attention
network, comprising a geometric interaction, interactive attention and virtual
long-term dependency modules, to capture the 3D interactions of all molecules.
Through comprehensive evaluations across various tasks such as protein design,
RNA design, and material design, we demonstrate that our proposed method
surpasses state-of-the-art methods on all tasks. UniIF offers a versatile and
effective solution for general molecule inverse folding.",2024-05-29,2024,2024-05,chemistry
Quo Vadis ChatGPT? From Large Language Models to Large Knowledge Models,"The startling success of ChatGPT and other large language models (LLMs) using
transformer-based generative neural network architecture in applications such
as natural language processing and image synthesis has many researchers excited
about potential opportunities in process systems engineering (PSE). The almost
human-like performance of LLMs in these areas is indeed very impressive,
surprising, and a major breakthrough. Their capabilities are very useful in
certain tasks, such as writing first drafts of documents, code writing
assistance, text summarization, etc. However, their success is limited in
highly scientific domains as they cannot yet reason, plan, or explain due to
their lack of in-depth domain knowledge. This is a problem in domains such as
chemical engineering as they are governed by fundamental laws of physics and
chemistry (and biology), constitutive relations, and highly technical knowledge
about materials, processes, and systems. Although purely data-driven machine
learning has its immediate uses, the long-term success of AI in scientific and
engineering domains would depend on developing hybrid AI systems that use first
principles and technical knowledge effectively. We call these hybrid AI systems
Large Knowledge Models (LKMs), as they will not be limited to only NLP-based
techniques or NLP-like applications. In this paper, we discuss the challenges
and opportunities in developing such systems in chemical engineering.",2024-05-29,2024,2024-05,chemistry
An Automatic Question Usability Evaluation Toolkit,"Evaluating multiple-choice questions (MCQs) involves either labor intensive
human assessments or automated methods that prioritize readability, often
overlooking deeper question design flaws. To address this issue, we introduce
the Scalable Automatic Question Usability Evaluation Toolkit (SAQUET), an
open-source tool that leverages the Item-Writing Flaws (IWF) rubric for a
comprehensive and automated quality evaluation of MCQs. By harnessing the
latest in large language models such as GPT-4, advanced word embeddings, and
Transformers designed to analyze textual complexity, SAQUET effectively
pinpoints and assesses a wide array of flaws in MCQs. We first demonstrate the
discrepancy between commonly used automated evaluation metrics and the human
assessment of MCQ quality. Then we evaluate SAQUET on a diverse dataset of MCQs
across the five domains of Chemistry, Statistics, Computer Science, Humanities,
and Healthcare, showing how it effectively distinguishes between flawed and
flawless questions, providing a level of analysis beyond what is achievable
with traditional metrics. With an accuracy rate of over 94% in detecting the
presence of flaws identified by human evaluators, our findings emphasize the
limitations of existing evaluation methods and showcase potential in improving
the quality of educational assessments.",2024-05-30,2024,2024-05,chemistry
"Automated Generation and Tagging of Knowledge Components from
  Multiple-Choice Questions","Knowledge Components (KCs) linked to assessments enhance the measurement of
student learning, enrich analytics, and facilitate adaptivity. However,
generating and linking KCs to assessment items requires significant effort and
domain-specific knowledge. To streamline this process for higher-education
courses, we employed GPT-4 to generate KCs for multiple-choice questions (MCQs)
in Chemistry and E-Learning. We analyzed discrepancies between the KCs
generated by the Large Language Model (LLM) and those made by humans through
evaluation from three domain experts in each subject area. This evaluation
aimed to determine whether, in instances of non-matching KCs, evaluators showed
a preference for the LLM-generated KCs over their human-created counterparts.
We also developed an ontology induction algorithm to cluster questions that
assess similar KCs based on their content. Our most effective LLM strategy
accurately matched KCs for 56% of Chemistry and 35% of E-Learning MCQs, with
even higher success when considering the top five KC suggestions. Human
evaluators favored LLM-generated KCs, choosing them over human-assigned ones
approximately two-thirds of the time, a preference that was statistically
significant across both domains. Our clustering algorithm successfully grouped
questions by their underlying KCs without needing explicit labels or contextual
information. This research advances the automation of KC generation and
classification for assessment items, alleviating the need for student data or
predefined KC labels.",2024-05-30,2024,2024-05,chemistry
Molecular Modelling of Aqueous Batteries,"Aqueous batteries play an increasingly important role for the development of
sustainable and safety-prioritised energy storage solutions. Compared to
conventional lithium-ion batteries, the cell chemistry in aqueous batteries
share many common features with those of electrolyzer and pseudo-capacitor
systems because of the involvement of aqueous electrolyte and proton activity.
This imposes the needs for a better understanding of the corresponding ion
solvation, intercalation and electron transfer processes at atomistic scale.
Therefore, this chapter provides an up-to-date overview of molecular modelling
techniques and their applications in aqueous batteries. In particular, we
emphasize on the dynamical and reactive description of aqueous battery systems
brought in by density functional theory-based molecular dynamics simulation
(DFTMD) and its machine-learning (ML) accelerated counterpart. Moreover, we
also cover the recent advancement of generative artificial intelligence (AI) in
molecular and materials design of aqueous batteries. Case studies presented
here include popular aqueous battery systems, such as water-in-salt
electrolytes, proton-coupled cathode materials, Zn-ion batteries as well as
organic redox flow batteries.",2024-06-01,2024,2024-06,chemistry
Evaluating the World Model Implicit in a Generative Model,"Recent work suggests that large language models may implicitly learn world
models. How should we assess this possibility? We formalize this question for
the case where the underlying reality is governed by a deterministic finite
automaton. This includes problems as diverse as simple logical reasoning,
geographic navigation, game-playing, and chemistry. We propose new evaluation
metrics for world model recovery inspired by the classic Myhill-Nerode theorem
from language theory. We illustrate their utility in three domains: game
playing, logic puzzles, and navigation. In all domains, the generative models
we consider do well on existing diagnostics for assessing world models, but our
evaluation metrics reveal their world models to be far less coherent than they
appear. Such incoherence creates fragility: using a generative model to solve
related but subtly different tasks can lead to failures. Building generative
models that meaningfully capture the underlying logic of the domains they model
would be immensely valuable; our results suggest new ways to assess how close a
given model is to that goal.",2024-06-06,2024,2024-06,chemistry
FlowMM: Generating Materials with Riemannian Flow Matching,"Crystalline materials are a fundamental component in next-generation
technologies, yet modeling their distribution presents unique computational
challenges. Of the plausible arrangements of atoms in a periodic lattice only a
vanishingly small percentage are thermodynamically stable, which is a key
indicator of the materials that can be experimentally realized. Two fundamental
tasks in this area are to (a) predict the stable crystal structure of a known
composition of elements and (b) propose novel compositions along with their
stable structures. We present FlowMM, a pair of generative models that achieve
state-of-the-art performance on both tasks while being more efficient and more
flexible than competing methods. We generalize Riemannian Flow Matching to suit
the symmetries inherent to crystals: translation, rotation, permutation, and
periodic boundary conditions. Our framework enables the freedom to choose the
flow base distributions, drastically simplifying the problem of learning
crystal structures compared with diffusion models. In addition to standard
benchmarks, we validate FlowMM's generated structures with quantum chemistry
calculations, demonstrating that it is about 3x more efficient, in terms of
integration steps, at finding stable materials compared to previous open
methods.",2024-06-07,2024,2024-06,chemistry
"MolX: Enhancing Large Language Models for Molecular Learning with A
  Multi-Modal Extension","Large Language Models (LLMs) with their strong task-handling capabilities
have shown remarkable advancements across a spectrum of fields, moving beyond
natural language understanding. However, their proficiency within the chemistry
domain remains restricted, especially in solving professional molecule-related
tasks. This challenge is attributed to their inherent limitations in
comprehending molecules using only common textual representations, i.e., SMILES
strings. In this study, we seek to enhance the ability of LLMs to comprehend
molecules by equipping them with a multi-modal external module, namely MolX. In
particular, instead of directly using a SMILES string to represent a molecule,
we utilize specific encoders to extract fine-grained features from both SMILES
string and 2D molecular graph representations for feeding into an LLM.
Moreover, a handcrafted molecular fingerprint is incorporated to leverage its
embedded domain knowledge. Then, to establish an alignment between MolX and the
LLM's textual input space, the whole model in which the LLM is frozen, is
pre-trained with a versatile strategy including a diverse set of tasks.
Experimental evaluations show that our proposed method outperforms baselines
across 4 downstream molecule-related tasks ranging from molecule-to-text
translation to retrosynthesis, with and without fine-tuning the LLM, while only
introducing a small number of trainable parameters 0.53% and 0.82%,
respectively.",2024-06-10,2024,2024-06,chemistry
"SciRIFF: A Resource to Enhance Language Model Instruction-Following over
  Scientific Literature","We present SciRIFF (Scientific Resource for Instruction-Following and
Finetuning), a dataset of 137K instruction-following demonstrations for 54
tasks covering five essential scientific literature understanding capabilities:
information extraction, summarization, question answering, claim verification,
and classification. SciRIFF demonstrations are notable for their long input
contexts, detailed task specifications, and complex structured outputs. While
instruction-following resources are available in specific domains such as
clinical medicine and chemistry, SciRIFF is the first dataset focused on
extracting and synthesizing information from research literature across a wide
range of scientific fields. To demonstrate the utility of SciRIFF, we develop a
sample-efficient strategy to adapt a general instruction-following model for
science by performing additional finetuning on a mix of general-domain and
SciRIFF demonstrations. In evaluations on nine held-out scientific tasks, our
model -- called SciTulu -- improves over a strong LLM baseline by 28.1% and
6.5% at the 7B and 70B scales respectively, while maintaining general
instruction-following performance within 2% of the baseline. We are optimistic
that SciRIFF will facilitate the development and evaluation of LLMs to help
researchers navigate the ever-growing body of scientific literature. We release
our dataset, model checkpoints, and data processing and evaluation code to
enable further research.",2024-06-10,2024,2024-06,chemistry
Are Large Language Models Good Statisticians?,"Large Language Models (LLMs) have demonstrated impressive capabilities across
a range of scientific tasks including mathematics, physics, and chemistry.
Despite their successes, the effectiveness of LLMs in handling complex
statistical tasks remains systematically under-explored. To bridge this gap, we
introduce StatQA, a new benchmark designed for statistical analysis tasks.
StatQA comprises 11,623 examples tailored to evaluate LLMs' proficiency in
specialized statistical tasks and their applicability assessment capabilities,
particularly for hypothesis testing methods. We systematically experiment with
representative LLMs using various prompting strategies and show that even
state-of-the-art models such as GPT-4o achieve a best performance of only
64.83%, indicating significant room for improvement. Notably, while open-source
LLMs (e.g. LLaMA-3) show limited capability, those fine-tuned ones exhibit
marked improvements, outperforming all in-context learning-based methods (e.g.
GPT-4o). Moreover, our comparative human experiments highlight a striking
contrast in error types between LLMs and humans: LLMs primarily make
applicability errors, whereas humans mostly make statistical task confusion
errors. This divergence highlights distinct areas of proficiency and
deficiency, suggesting that combining LLM and human expertise could lead to
complementary strengths, inviting further investigation into their
collaborative potential. Our source code and data are available at
https://statqa.github.io/.",2024-06-12,2024,2024-06,chemistry
"Deep Learning Domain Adaptation to Understand Physico-Chemical Processes
  from Fluorescence Spectroscopy Small Datasets: Application to Ageing of Olive
  Oil","Fluorescence spectroscopy is a fundamental tool in life sciences and
chemistry, widely used for applications such as environmental monitoring, food
quality control, and biomedical diagnostics. However, analysis of spectroscopic
data with deep learning, in particular of fluorescence excitation-emission
matrices (EEMs), presents significant challenges due to the typically small and
sparse datasets available. Furthermore, the analysis of EEMs is difficult due
to their high dimensionality and overlapping spectral features. This study
proposes a new approach that exploits domain adaptation with pretrained vision
models, alongside a novel interpretability algorithm to address these
challenges. Thanks to specialised feature engineering of the neural networks
described in this work, we are now able to provide deeper insights into the
physico-chemical processes underlying the data. The proposed approach is
demonstrated through the analysis of the oxidation process in extra virgin
olive oil (EVOO) during ageing, showing its effectiveness in predicting quality
indicators and identifying the spectral bands, and thus the molecules involved
in the process. This work describes a significantly innovative approach in the
use of deep learning for spectroscopy, transforming it from a black box into a
tool for understanding complex biological and chemical processes.",2024-06-14,2024,2024-06,chemistry
PRESTO: Progressive Pretraining Enhances Synthetic Chemistry Outcomes,"Multimodal Large Language Models (MLLMs) have seen growing adoption across
various scientific disciplines. These advancements encourage the investigation
of molecule-text modeling within synthetic chemistry, a field dedicated to
designing and conducting chemical reactions to synthesize new compounds with
desired properties and applications. Current approaches, however, often neglect
the critical role of multiple molecule graph interaction in understanding
chemical reactions, leading to suboptimal performance in synthetic chemistry
tasks. This study introduces PRESTO(Progressive Pretraining Enhances Synthetic
Chemistry Outcomes), a new framework that bridges the molecule-text modality
gap by integrating a comprehensive benchmark of pretraining strategies and
dataset configurations. It progressively improves multimodal LLMs through
cross-modal alignment and multi-graph understanding. Our extensive experiments
demonstrate that PRESTO offers competitive results in downstream synthetic
chemistry tasks. The code can be found at https://github.com/IDEA-XL/PRESTO.",2024-06-19,2024,2024-06,chemistry
"MR-Ben: A Meta-Reasoning Benchmark for Evaluating System-2 Thinking in
  LLMs","Large language models (LLMs) have shown increasing capability in
problem-solving and decision-making, largely based on the step-by-step
chain-of-thought reasoning processes. However, evaluating these reasoning
abilities has become increasingly challenging. Existing outcome-based
benchmarks are beginning to saturate, becoming less effective in tracking
meaningful progress. To address this, we present a process-based benchmark
MR-Ben that demands a meta-reasoning skill, where LMs are asked to locate and
analyse potential errors in automatically generated reasoning steps. Our
meta-reasoning paradigm is especially suited for system-2 slow thinking,
mirroring the human cognitive process of carefully examining assumptions,
conditions, calculations, and logic to identify mistakes.MR-Ben comprises 5,975
questions curated by human experts across a wide range of subjects, including
physics, chemistry, logic, coding, and more. Through our designed metrics for
assessing meta-reasoning on this benchmark, we identify interesting limitations
and weaknesses of current LLMs (open-source and closed-source models). For
example, with models like the o1 series from OpenAI demonstrating strong
performance by effectively scrutinizing the solution space, many other
state-of-the-art models fall significantly behind on MR-Ben, exposing potential
shortcomings in their training strategies and inference methodologies.",2024-06-20,2024,2024-06,chemistry
"From Text to Test: AI-Generated Control Software for Materials Science
  Instruments","Large language models (LLMs) are transforming the landscape of chemistry and
materials science. Recent examples of LLM-accelerated experimental research
include virtual assistants for parsing synthesis recipes from the literature,
or using the extracted knowledge to guide synthesis and characterization.
Despite these advancements, their application is constrained to labs with
automated instruments and control software, leaving much of materials science
reliant on manual processes. Here, we demonstrate the rapid deployment of a
Python-based control module for a Keithley 2400 electrical source measure unit
using ChatGPT-4. Through iterative refinement, we achieved effective instrument
management with minimal human intervention. Additionally, a user-friendly
graphical user interface (GUI) was created, effectively linking all instrument
controls to interactive screen elements. Finally, we integrated this AI-crafted
instrument control software with a high-performance stochastic optimization
algorithm to facilitate rapid and automated extraction of electronic device
parameters related to semiconductor charge transport mechanisms from
current-voltage (IV) measurement data. This integration resulted in a
comprehensive open-source toolkit for semiconductor device characterization and
analysis using IV curve measurements. We demonstrate the application of these
tools by acquiring, analyzing, and parameterizing IV data from a
Pt/Cr$_2$O$_3$:Mg/$\beta$-Ga$_2$O$_3$ heterojunction diode, a novel stack for
high-power and high-temperature electronic devices. This approach underscores
the powerful synergy between LLMs and the development of instruments for
scientific inquiry, showcasing a path for further acceleration in materials
science.",2024-06-23,2024,2024-06,chemistry
"Efficient Evolutionary Search Over Chemical Space with Large Language
  Models","Molecular discovery, when formulated as an optimization problem, presents
significant computational challenges because optimization objectives can be
non-differentiable. Evolutionary Algorithms (EAs), often used to optimize
black-box objectives in molecular discovery, traverse chemical space by
performing random mutations and crossovers, leading to a large number of
expensive objective evaluations. In this work, we ameliorate this shortcoming
by incorporating chemistry-aware Large Language Models (LLMs) into EAs. Namely,
we redesign crossover and mutation operations in EAs using LLMs trained on
large corpora of chemical information. We perform extensive empirical studies
on both commercial and open-source models on multiple tasks involving property
optimization, molecular rediscovery, and structure-based drug design,
demonstrating that the joint usage of LLMs with EAs yields superior performance
over all baseline models across single- and multi-objective settings. We
demonstrate that our algorithm improves both the quality of the final solution
and convergence speed, thereby reducing the number of required objective
evaluations. Our code is available at http://github.com/zoom-wang112358/MOLLEO",2024-06-23,2024,2024-06,chemistry
OlympicArena Medal Ranks: Who Is the Most Intelligent AI So Far?,"In this report, we pose the following question: Who is the most intelligent
AI model to date, as measured by the OlympicArena (an Olympic-level,
multi-discipline, multi-modal benchmark for superintelligent AI)? We
specifically focus on the most recently released models: Claude-3.5-Sonnet,
Gemini-1.5-Pro, and GPT-4o. For the first time, we propose using an Olympic
medal Table approach to rank AI models based on their comprehensive performance
across various disciplines. Empirical results reveal: (1) Claude-3.5-Sonnet
shows highly competitive overall performance over GPT-4o, even surpassing
GPT-4o on a few subjects (i.e., Physics, Chemistry, and Biology). (2)
Gemini-1.5-Pro and GPT-4V are ranked consecutively just behind GPT-4o and
Claude-3.5-Sonnet, but with a clear performance gap between them. (3) The
performance of AI models from the open-source community significantly lags
behind these proprietary models. (4) The performance of these models on this
benchmark has been less than satisfactory, indicating that we still have a long
way to go before achieving superintelligence. We remain committed to
continuously tracking and evaluating the performance of the latest powerful
models on this benchmark (available at
https://github.com/GAIR-NLP/OlympicArena).",2024-06-24,2024,2024-06,chemistry
KANQAS: Kolmogorov-Arnold Network for Quantum Architecture Search,"Quantum architecture Search (QAS) is a promising direction for optimization
and automated design of quantum circuits towards quantum advantage. Recent
techniques in QAS emphasize Multi-Layer Perceptron (MLP)-based deep Q-networks.
However, their interpretability remains challenging due to the large number of
learnable parameters and the complexities involved in selecting appropriate
activation functions. In this work, to overcome these challenges, we utilize
the Kolmogorov-Arnold Network (KAN) in the QAS algorithm, analyzing their
efficiency in the task of quantum state preparation and quantum chemistry. In
quantum state preparation, our results show that in a noiseless scenario, the
probability of success is 2 to 5 times higher than MLPs. In noisy environments,
KAN outperforms MLPs in fidelity when approximating these states, showcasing
its robustness against noise. In tackling quantum chemistry problems, we
enhance the recently proposed QAS algorithm by integrating curriculum
reinforcement learning with a KAN structure. This facilitates a more efficient
design of parameterized quantum circuits by reducing the number of required
2-qubit gates and circuit depth. Further investigation reveals that KAN
requires a significantly smaller number of learnable parameters compared to
MLPs; however, the average time of executing each episode for KAN is higher.",2024-06-25,2024,2024-06,chemistry
A Review of Large Language Models and Autonomous Agents in Chemistry,"Large language models (LLMs) have emerged as powerful tools in chemistry,
significantly impacting molecule design, property prediction, and synthesis
optimization. This review highlights LLM capabilities in these domains and
their potential to accelerate scientific discovery through automation. We also
review LLM-based autonomous agents: LLMs with a broader set of tools to
interact with their surrounding environment. These agents perform diverse tasks
such as paper scraping, interfacing with automated laboratories, and synthesis
planning. As agents are an emerging topic, we extend the scope of our review of
agents beyond chemistry and discuss across any scientific domains. This review
covers the recent history, current capabilities, and design of LLMs and
autonomous agents, addressing specific challenges, opportunities, and future
directions in chemistry. Key challenges include data quality and integration,
model interpretability, and the need for standard benchmarks, while future
directions point towards more sophisticated multi-modal agents and enhanced
collaboration between agents and experimental methods. Due to the quick pace of
this field, a repository has been built to keep track of the latest studies:
https://github.com/ur-whitelab/LLMs-in-science.",2024-06-26,2024,2024-06,chemistry
"PharmaGPT: Domain-Specific Large Language Models for Bio-Pharmaceutical
  and Chemistry","Large language models (LLMs) have revolutionized Natural Language Processing
(NLP) by minimizing the need for complex feature engineering. However, the
application of LLMs in specialized domains like biopharmaceuticals and
chemistry remains largely unexplored. These fields are characterized by
intricate terminologies, specialized knowledge, and a high demand for precision
areas where general purpose LLMs often fall short. In this study, we introduce
PharmaGPT, a suite of domain specilized LLMs with 13 billion and 70 billion
parameters, specifically trained on a comprehensive corpus tailored to the
Bio-Pharmaceutical and Chemical domains. Our evaluation shows that PharmaGPT
surpasses existing general models on specific-domain benchmarks such as NAPLEX,
demonstrating its exceptional capability in domain-specific tasks. Remarkably,
this performance is achieved with a model that has only a fraction, sometimes
just one-tenth-of the parameters of general-purpose large models. This
advancement establishes a new benchmark for LLMs in the bio-pharmaceutical and
chemical fields, addressing the existing gap in specialized language modeling.
It also suggests a promising path for enhanced research and development, paving
the way for more precise and effective NLP applications in these areas.",2024-06-26,2024,2024-06,chemistry
